timestamp,move_number,side,move_uci,fen,depth,nodes,qnodes,cutoffs,tt_hits,tt_probes,max_ply,max_qply,time_ms,eval_cp
2026-02-16T15:25:34.955898,32,black,e5e6,2kr1b1r/ppp1p2p/6p1/4q3/2P2B2/5Q2/PP3PPP/R4RK1 b - - 2 16,5,5854,7419,1018,305,5853,8,13,972,68
2026-02-16T15:25:36.204488,33,white,a1e1,2kr1b1r/ppp1p2p/4q1p1/8/2P2B2/5Q2/PP3PPP/R4RK1 w - - 3 17,5,7399,9390,1379,238,7399,8,12,1248,145
2026-02-16T15:25:37.395682,34,black,e6f5,2kr1b1r/ppp1p2p/4q1p1/8/2P2B2/5Q2/PP3PPP/4RRK1 b - - 4 17,5,6156,9214,1142,232,6156,7,13,1191,101
2026-02-16T15:25:38.300002,35,white,f3g3,2kr1b1r/ppp1p2p/6p1/5q2/2P2B2/5Q2/PP3PPP/4RRK1 w - - 5 18,5,5347,6762,893,288,5347,8,14,904,107
2026-02-16T15:25:38.625649,36,black,d8d3,2kr1b1r/ppp1p2p/6p1/5q2/2P2B2/6Q1/PP3PPP/4RRK1 b - - 6 18,5,2426,2526,358,73,2426,7,10,325,85
2026-02-16T15:25:38.945432,37,white,e1e3,2k2b1r/ppp1p2p/6p1/5q2/2P2B2/3r2Q1/PP3PPP/4RRK1 w - - 7 19,5,2554,2536,339,174,2554,8,10,319,119
2026-02-16T15:25:39.595651,38,black,d3e3,2k2b1r/ppp1p2p/6p1/5q2/2P2B2/3rR1Q1/PP3PPP/5RK1 b - - 8 19,5,3761,5160,629,228,3761,7,13,650,113
2026-02-16T15:25:40.158610,39,white,g3e3,2k2b1r/ppp1p2p/6p1/5q2/2P2B2/4r1Q1/PP3PPP/5RK1 w - - 0 20,5,3636,4554,560,219,3636,7,14,562,95
2026-02-16T15:25:40.345392,40,black,h8g8,2k2b1r/ppp1p2p/6p1/5q2/2P2B2/4Q3/PP3PPP/5RK1 b - - 0 20,5,1726,1498,244,161,1725,7,10,186,95
2026-02-16T15:25:41.516508,41,white,f4e5,2k2br1/ppp1p2p/6p1/5q2/2P2B2/4Q3/PP3PPP/5RK1 w - - 1 21,5,8123,9563,1238,138,8123,8,14,1171,116
2026-02-16T15:25:41.952858,42,black,e7e6,2k2br1/ppp1p2p/6p1/4Bq2/2P5/4Q3/PP3PPP/5RK1 b - - 2 21,5,3261,3574,495,113,3261,8,11,436,93
2026-02-16T15:25:43.312425,43,white,f1d1,2k2br1/ppp4p/4p1p1/4Bq2/2P5/4Q3/PP3PPP/5RK1 w - - 0 22,5,9004,10406,1694,508,9004,8,14,1359,135
2026-02-16T15:25:43.762588,44,black,c7c5,2k2br1/ppp4p/4p1p1/4Bq2/2P5/4Q3/PP3PPP/3R2K1 b - - 1 22,5,2857,3596,518,94,2857,8,13,450,92
2026-02-16T15:25:45.080656,45,white,e3d2,2k2br1/pp5p/4p1p1/2p1Bq2/2P5/4Q3/PP3PPP/3R2K1 w - - 0 23,5,8991,10220,1469,339,8991,8,13,1317,1210
2026-02-16T15:25:45.656242,46,black,f8d6,2k2br1/pp5p/4p1p1/2p1Bq2/2P5/8/PP1Q1PPP/3R2K1 b - - 1 23,5,5141,4222,849,379,5141,8,12,575,1298
2026-02-16T15:25:45.863522,47,white,d2d6,2k3r1/pp5p/3bp1p1/2p1Bq2/2P5/8/PP1Q1PPP/3R2K1 w - - 2 24,5,2052,1665,231,94,2052,7,9,207,1389
2026-02-16T15:25:45.978697,48,black,f5e5,2k3r1/pp5p/3Qp1p1/2p1Bq2/2P5/8/PP3PPP/3R2K1 b - - 0 24,5,1139,845,232,146,1139,7,9,115,1634
2026-02-16T15:25:46.198054,49,white,d6e5,2k3r1/pp5p/3Qp1p1/2p1q3/2P5/8/PP3PPP/3R2K1 w - - 0 25,5,2329,1788,334,167,2326,8,11,219,1712
2026-02-16T15:25:46.606354,50,black,g8e8,2k3r1/pp5p/4p1p1/2p1Q3/2P5/8/PP3PPP/3R2K1 b - - 0 25,5,3554,3229,816,160,3546,8,10,408,1872
2026-02-16T15:25:46.923411,51,white,e5c5,2k1r3/pp5p/4p1p1/2p1Q3/2P5/8/PP3PPP/3R2K1 w - - 1 26,5,2791,2232,422,238,2780,8,10,316,1925
2026-02-16T15:25:47.219979,52,black,c8b8,2k1r3/pp5p/4p1p1/2Q5/2P5/8/PP3PPP/3R2K1 b - - 0 26,6,2810,2352,451,259,2802,9,12,296,1947
2026-02-16T15:25:47.619129,53,white,c5d6,1k2r3/pp5p/4p1p1/2Q5/2P5/8/PP3PPP/3R2K1 w - - 1 27,6,4303,3320,643,404,4299,9,11,399,1947
2026-02-16T15:25:47.619215,54,black,b8c8,1k2r3/pp5p/3Qp1p1/8/2P5/8/PP3PPP/3R2K1 b - - 2 27,6,6,0,0,6,6,0,0,0,1947
2026-02-16T15:25:48.115993,55,white,d6d7,2k1r3/pp5p/3Qp1p1/8/2P5/8/PP3PPP/3R2K1 w - - 3 28,6,5093,4127,606,289,5086,9,12,496,99993
2026-02-16T15:25:48.116090,56,black,c8b8,2k1r3/pp1Q3p/4p1p1/8/2P5/8/PP3PPP/3R2K1 b - - 4 28,6,6,0,0,6,6,0,0,0,99993
2026-02-16T15:25:48.628354,57,white,d7e8,1k2r3/pp1Q3p/4p1p1/8/2P5/8/PP3PPP/3R2K1 w - - 5 29,6,5426,3938,974,360,5422,9,9,512,99995
2026-02-16T15:25:48.628450,58,black,b8c7,1k2Q3/pp5p/4p1p1/8/2P5/8/PP3PPP/3R2K1 b - - 0 29,6,6,0,0,6,6,0,0,0,99995
2026-02-16T15:25:50.374827,59,white,e8d8,4Q3/ppk4p/4p1p1/8/2P5/8/PP3PPP/3R2K1 w - - 1 30,6,18959,13716,2949,1731,18939,9,9,1746,99997
2026-02-16T15:25:50.375039,60,black,c7c6,3Q4/ppk4p/4p1p1/8/2P5/8/PP3PPP/3R2K1 b - - 2 30,6,6,0,0,6,6,0,0,0,99997
2026-02-16T15:25:51.771794,61,white,d8d6,3Q4/pp5p/2k1p1p1/8/2P5/8/PP3PPP/3R2K1 w - - 3 31,6,15526,10849,2620,1547,15462,9,9,1396,99999
